#WOA18 one-degreeWINTER silicate Statistical mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATITUDE,LONGITUDE,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,550,600,650,700,750,800
-77.5,-178.5,43.551,43.482,43.492,43.701,46.683,51.888,57.238,58.374,58.331,59.889,61.288,64.252,65.172,65.509,66.078,65.813,66.948,67.324,67.629,68.3,70.596,75.201,77.034,,,,73.859,74.082,77.717,75.834,75.262,75.346,75.229,75.391,76.394,76.589,77.02,76.644,,,,,
-77.5,-177.5,58.341,58.071,58.019,58.537,58.892,59.412,59.859,62.568,63.995,64.814,65.8,66.581,67.683,68.874,71.319,72.309,73.005,71.867,72.299,72.71,72.006,,,,,,75.794,76.284,76.254,76.619,77.098,75.74,75.768,75.897,76.353,76.428,77.257,77.791,,,,,
-77.5,-176.5,55.33,56.026,57.732,57.074,56.501,56.214,57.229,58.226,59.326,60.46,61.569,62.703,63.919,65.169,67.058,68.005,68.574,68.472,69.026,69.451,70.243,71.869,75.024,75.806,76.585,77.366,75.743,75.898,76.213,76.514,75.913,75.842,75.37,75.633,76.683,78.041,77.831,78.721,,,,,
-77.5,-175.5,37.834,40.168,42.944,45.694,48.353,50.967,53.74,56.483,59.133,61.642,63.56,65.104,66.504,67.627,68.476,69.079,69.386,69.684,69.982,70.263,70.855,72.513,,,,,73.534,73.128,,,73.04,74.392,,,75.166,75.432,75.716,78.715,,,,,
-77.5,-174.5,46.066,48.42,50.646,52.746,54.719,56.606,58.362,60.08,61.629,63.142,64.518,65.866,67.097,68.156,68.88,69.669,70.48,71.226,71.752,72.246,72.684,73.321,75.686,,,,75.705,75.839,,,,,,,,,,,,,,,
-77.5,-173.5,55.756,55.765,55.835,56.554,57.284,58.009,59.268,60.534,61.942,63.358,64.605,65.624,66.367,67.016,67.551,67.964,68.173,68.259,68.345,68.431,68.492,68.929,71.268,72.688,76.748,,77.068,77.628,77.922,78.098,77.149,76.12,77.226,75.725,76.465,77.752,79.704,,,,,,
-77.5,-170.5,47.098,45.306,46.059,47.168,49.575,49.632,49.569,51.905,55.535,58.873,61.245,63.432,65.326,66.655,67.896,68.973,69.856,70.464,70.946,71.393,71.3,71.762,72.878,72.878,,,72.732,72.732,72.203,68.582,,,,,,54.615,,,,,,,
-77.5,-168.5,52,52.001,52,52.798,54.241,55.415,56.521,57.543,58.464,59.255,60.321,61.935,63.849,65.446,66.621,67.658,68.406,69.07,69.387,69.606,70.164,70.298,70.469,71.216,,,72.113,72.232,,,,,,,,,,,,,,,
-77.5,-166.5,48.927,49.073,49.805,51.456,53.611,55.902,58.43,61.014,63.916,66.959,69.264,70.032,70.209,70.359,70.529,70.698,70.768,70.834,70.889,70.937,,,,,,,73.12,74,74.194,74.938,74.976,75.146,72.905,,,,,,,,,,
